keyword,rank,search_account,note_id,note_url,title,desc,type,author_id,nickname,liked_count,collected_count,comment_count,share_count,target_brand,target_brand_emotion,target_brand_keywords
livingproof,16,,6728a914000000001b010a70,https://www.xiaohongshu.com/explore/6728a914000000001b010a70?xsec_token=ABVfWrpBePFYEQ1Pq6Tz3fZfnQib15lchBTOJdXhB-wgY=&xsec_source=pc_search,洗发水吐槽,"living proof洗发水，属于老网红了吧。我觉得好难用啊，即时效果干，但是又不持久控油，起泡少，每次用都挤很多……
#洗护[话题]# #",normal,5a4dce1d4eacab494e03701e,YeShhhhyyy,2.0,0.0,5.0,0.0,Living Proof,负向,"发尾干涩, 起泡少, 控油不持久"
livingproof,18,,6837ec07000000000303a2fd,https://www.xiaohongshu.com/explore/6837ec07000000000303a2fd?xsec_token=AB9UKqqLPYkvnP8AbAvg0sm0E4DXj9g2v8M-hWmXB2AOw=&xsec_source=pc_search,618手慢无！我发誓这个💰真的香！,"真的是爆品‼️
销量巨高的缕灵丰盈蓬松洗发水
原价255，现在正装只到零头！
全网夸爆的进口黑科技控油
洗发更养发！
点开记得领🧧哦
还有710ml家庭装 买多省多
我要告诉全世界🔥
#洗护好物[话题]# #洗发水推荐[话题]# #livingproof洗发水[话题]# #清仓捡漏[话题]# #618攻略[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵洗发水[话题]# #洗发水去屑止痒控油蓬松[话题]# #油头洗发水[话题]#",normal,62e8b5ab000000001501ae8e,小甜蜜丸子,1.0,0.0,1.0,0.0,Living Proof,正向,"爆品, 销量巨高, 全网夸爆, 进口黑科技, 洗发更养发"
livingproof,19,,68064f93000000001d0178ad,https://www.xiaohongshu.com/explore/68064f93000000001d0178ad?xsec_token=ABuQxYeULrUdar-hc5emIRVI1RNRz9P5EJn5l9Wk45bjI=&xsec_source=pc_search,捡漏❗花点小💰get高颅顶小心机～,"现在真的是骨折底裤💰！🈚更低！
还是保税仓直发[购物车R]正品保障[棒R]
细软塌姐妹必备❗
#细软塌洗发水推荐[话题]# #洗发水蓬松去油[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof缕灵[话题]# #洗发水去屑止痒控油蓬松[话题]# #蓬蓬肽增粗发芯[话题]# #蓬松自然到无懈可击[话题]# #夏季洗发水推荐控油蓬松[话题]#",video,62790ce6000000001501745f,bellaaaa,2.0,0.0,0.0,1.0,Living Proof,正向,"好用, 黑科技, 封神"
livingproof,20,,6841018d0000000021001ba0,https://www.xiaohongshu.com/explore/6841018d0000000021001ba0?xsec_token=ABM16catNEKsZW9cw3Qx9EEA0oQPkzMrlOVsJE3zRumIg=&xsec_source=pc_search,细软塌的救星驾到！,"是谁！还在为细软塌发质流泪到天明？🙋‍♀️
油得快、塌得早、毫无蓬松感...说的就是我本人了！每次洗头不到一天头顶扁塌得像被熨斗熨过，发根油腻腻地贴在头皮上...真的栓Q！😭
直到！被我的富婆闺蜜按头安利了LivingProof 丰盈蓬松洗发水!半信半疑试了一次... 真香警告！⚠️
✨ 用完第一次就惊了！
洗完吹干那一刻，整个头顶是那种自然的、空气感的蓬松,不是炸毛！手感超好，发丝又软又滑。第二天睡醒发现头顶依然很蓬松，持久度也很不错。
它这个泡沫超绵密，洗得干净但完全不涩！搭配它家的护发素（强推！），发尾也润润的，不会炸毛！
📌 细软塌姐妹必看Tips：
1️⃣ 重点洗头皮！发尾带过就好。
2️⃣ 吹头发时低头倒吹发根!冷热风交替定型，蓬松度翻倍！
3️⃣ 预算够的，一定要入同系列护发素/发膜，蓬松不炸毛的秘诀！
💰 价格小贵但值得！
讲真，一瓶是不便宜，但想想省下的洗头次数、出门前的造型时间，还有终于不用羡慕别人的高颅顶... 这钱花得值！算下来性价比超高！投资自己，从头开始！👑#细软发质[话题]# #洗发[话题]# #控油蓬松[话题]#",normal,6093d2280000000001000dc8,鱼丸醋面,1.0,0.0,0.0,2.0,Living Proof,正向,"强推, 发尾也润润的, 不会炸毛"
livingproof,21,,680798e60000000007034903,https://www.xiaohongshu.com/explore/680798e60000000007034903?xsec_token=ABFTG5H1cUjUFYqVgvNnc7ExfsIJyCWTeDhW9IEn1kFYU=&xsec_source=pc_search,沃去‼️原本500+被我砍到这个数💰！！,"再难啃的品牌方也被我啃下来了❗️
都是正装囤货装 超大容量[购物车R]
专研蓬蓬肽科技 对付细软塌很有一手！
不是日常💰买不起，而是清仓更有性价比～
任何人错过这波我都会心痛的[凋谢R]
#进口洗发水[话题]# #洗发水清仓捡漏[话题]# #livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #livingproof蓬松洗护[话题]# #livingproof缕灵[话题]# #洗发水控油蓬松[话题]# #细软塌洗发水推荐[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,2.0,1.0,1.0,0.0,Living Proof,正向,"对付细软塌很有一手, 性价比高"
livingproof,23,,683fb4c400000000210189ed,https://www.xiaohongshu.com/explore/683fb4c400000000210189ed?xsec_token=ABdDHYuZj-8q1VZhJsVa3GBJoZqkoldpNbANumnNyy9rQ=&xsec_source=pc_search,惊天巨折！🐮到爆的控油洗发水！,"对油头来说爆好用舒服的洗发水！
油头？扁塌？秃瓢感？
给姐支棱起来！！
livingproof洗发水是懂氛围感作弊的！!
早上洗头下午就油的姐妹！救命稻草在这!!
-
缕灵自有实验室自主研发，通过了16项测试！专业搞黑科技的就是硬核！成分狠到直击油扁塌痛点！
⬇️
MIT专研的蓬蓬肽，48小时蓬松！
蠕虫叉红藻提取物，隔离外界油垢湿气！
肽填充科技，增粗发丝！
尾穗苋籽提取物，增加头顶发丝支撑力！
-
配方更是狠人！🈚硅油🈚硫酸盐🈚防腐剂！
用植物角鲨烷代替硅油！复合氨基酸去油不干涩！
洗感爽炸天！
前调是清新果香🍊
中调是治愈花香🌸
后调是木质香🌿
洗完的头皮！像！能！呼！吸！
三天后发丝一撩，还有若隐若现的冷香！
-
这个机制错过真的没有！
仅此一批！最后的捡漏！！
	
#洗发水控油蓬松[话题]# #油头洗发水[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #洗发水红榜[话题]# #洗发水推荐[话题]# #洗发水留香持久好闻[话题]# #进口洗发水[话题]#",normal,62790ce6000000001501745f,bellaaaa,0.0,0.0,1.0,0.0,Living Proof,正向,"自主研发, 通过了16项测试, 专业搞黑科技, 直击油扁塌痛点, 狠人, 不干涩"
livingproof,24,,68240e22000000002001c752,https://www.xiaohongshu.com/explore/68240e22000000002001c752?xsec_token=ABUSIp33iqyrOf0zy4DHnNb83Wa5dV0E6tkmhIuQHbTwg=&xsec_source=pc_search,618李佳琦直播间孕妇🉑用 洗发水篇,"【洗发水】
佳琦带到的洗发水不多，我都截图在上面了，比较多是有去屑功能的
去屑洗发水常添加水杨酸，水杨酸成分是孕妇禁用的，备孕姐妹们下单谨慎选择~
	
后面几个是我自用过好用，不含孕妇禁用成分的洗发水。
	
我是沙发强受损发质，头发干枯毛燥，但是很多修护类洗发水洗完头皮很闷，黏黏的，自用的几个都是洗感清爽的~
	
目前自用的是爱露梦茶树洗发水，含水杨酸，不过洗完头皮很有凉感，像开空调，太喜欢了[捂脸R]暂时先用着吧[笑哭R]
	
以下就是不含孕妇🚫用成分，自用过好用的洗发水：
	
三生花防脱，之前试过小样，很好用，泡泡丰富，洗完头发不涩，头皮干爽！
	
Livingproof缕灵蓬松洗感好，没什么香味，洗完头发相对偏涩，回购过一次；
	
康如芒果，味道好闻，泡泡一般，主要喜欢味道；
	
fan beauty diary 白檀洗发水也是味道好闻；
	
👄喜欢Olaplex欧拉裴4号洗发水，之前连续回购了三瓶，洗感好，香味好，洗完头发不干，并且控油时间久，大约3天头发都不油~
以上内容给备孕姐妹们参考！
	
还是那句话，护肤品添加量有限，是否使用取决于个人选择。介意的姐妹可以谨慎购入，不介意就无所谓的啦~#洗发水[话题]# #618[话题]# #李佳琦[话题]# #备孕好物[话题]# #孕妇可用[话题]#",normal,5903ea2650c4b457349676e5,pupu👄brave,252.0,208.0,126.0,40.0,Living Proof,中立,"洗感清爽, 头发偏涩"
livingproof,25,,682ed848000000002200766b,https://www.xiaohongshu.com/explore/682ed848000000002200766b?xsec_token=ABG30OPiP0GB2HgEzamJQZtNRsXDQTh1VX4u3ow5SXmQU=&xsec_source=pc_search,这个夏天不允许再油扁塌了！！,"都给我支棱起来！
亲测用了一周
泡沫超绵密的，强力清洁力！
去油效果非常👍
但洗完不会有氨基酸洗发水干涩的通病
甚至不用护发素都不会毛躁打结
有种头皮都在呼吸，贼清爽的感觉
	
原本有点小贵，货值和毫升数都是200+
但现在清仓啦！
这个💰预算不高的姐妹也能🐛！
	
#Livingproof缕灵丰盈洗发水[话题]# #洗发水控油蓬松[话题]##洗发水去屑止痒控油蓬松[话题]##livingproof洗发水[话题]##蓬松洗发水[话题]##好物推荐[话题]##控油洗发水[话题]# #洗发水控油蓬松[话题]# #油头救星[话题]#",normal,62790ce6000000001501745f,bellaaaa,3.0,0.0,1.0,0.0,Living Proof,正向,"强力清洁力, 去油效果非常👍, 不会干涩, 不毛躁打结, 清爽"
livingproof,26,,680f570d000000000703591f,https://www.xiaohongshu.com/explore/680f570d000000000703591f?xsec_token=ABn4Qh_ad48nBQ_z2gbCtaFHA8Q5GG3bsvV7NNYCp6Zso=&xsec_source=pc_search,沃去！！原本400+💰 是谁还不知道...,"堪称油扁塌的福报！！
livingproof真的封神了...
用五分钟体验头包脸的快乐～
#livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof[话题]# #洗发水清仓捡漏[话题]# #进口洗发水[话题]# #缕灵洗发水[话题]# #控油蓬松[话题]# #洗发水控油蓬松平价[话题]# #洗发水红榜[话题]# #油头洗发水推荐[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,1.0,0.0,0.0,1.0,Living Proof,正向,"封神, 快乐, 福报"
livingproof,27,,67a8a6c5000000002901b794,https://www.xiaohongshu.com/explore/67a8a6c5000000002901b794?xsec_token=ABP6sBLMooGAF4DvcH45JN5m85H11NT_bq9B8-ZM8c1aE=&xsec_source=pc_search,200多的livingproof,"静安消费券交作业了
临期产品打六折，正好需要洗发水！在打折货架的角落发现这最后一瓶。转了半个小时，终于搞定了[笑哭R]
	
#livingproof[话题]# #livingproof洗发水[话题]# #静安消费券[话题]#  #静安消费券作业[话题]# #丝芙兰[话题]#",normal,55658085f5a26326be23e17b,Jade_JJJ,3.0,0.0,1.0,2.0,Living Proof,正向,"喜欢, 推荐"
livingproof,28,,6830266500000000230112f5,https://www.xiaohongshu.com/explore/6830266500000000230112f5?xsec_token=ABTOOaMyNQi5wOEV5c_hjSbsnW1aaQnMn5E78k7qKY4_s=&xsec_source=pc_search,近期使用的头发洗护,"[举手R]简单说下自己的头发状况，隔天洗一次，再久就会很油，沙发但是偏细软，发质看上去好坏程度非常看天气。
‼️以下1-5是洗发水，6-8是护发产品‼️
[一R]韩国kundal洗发水和护发素
买了一套都是蜂蜜坚果的，味道是粉红葡萄柚香
我偏爱柑橘调的香味，所以这套的味道非常喜欢，
偏滋润的质地，护发素用完挺顺滑的，
整体中规中矩，适合头发没啥问题，又不知道用什么的时候的选择
	
[二R]Giovanni茶树油洗发水
带薄荷感🍃，但又不会特别刺激，天气热的时候特别喜欢用这瓶
有种洗完之后特别干净的感觉，但又不至于很干涩，这瓶我用得特别快，
我一般会同时用几种洗发水的，但天气一热，每次洗头发都会很随手拿起这瓶
	
[三R]Living Proof丰盈蓬松洗发水
有段时候总感觉头发油油的，看到广告就下手了
味道一闻就是：啊是泥膜！的感觉，闻起来就感觉清洁力很厉害哈哈哈
使用效果对我来说一般，用完后发尾非常干涩，一定要用护发素
使用后头皮虽然有干净感，但是发根处没太有蓬松感
	
[四R]薇姿绿标洗发水
这瓶是之前染完发后怀疑自己有溢脂性皮炎（有头屑、还有头油味），但应该是轻微的，搜到了这瓶
[彩虹R]它的味道像药味，不臭，挺上头的，使用感非常喜欢，它用完后是真的有头发干净蓬松了的感觉，但发尾肯定还是干涩，不过没有livingproof那么干，是可以不用护发素，但吹头发的时候要抹点发油的程度，用了大半个月吧，感觉没什么头皮屑了
就是不知道健康头皮能不能用
	
[五R]Offrelax头皮预洗凝露
说到头皮有油味，当时也是搜了很多相关的洗护产品，搜到了这个
看名字就知道了，专门针对头皮清洁的，它的质地像水，香味非常重，感觉用完这个香气完全能盖住头油味，开始用的几次使用感很好，也是感觉洗完很干净，头发蓬松了，但是用几次之后就没有开始的那种惊艳感了，难道是所谓的‘抗药性’？
	
[六R]NIUCOCO的椰油发油
感觉是目前为止用过最好用的发油[红色心形R]，
之前有用过一些发油，会有那种抹是抹上了，但只是覆盖在头发表面，没有吸收进去的感觉，不知道你们有没有试过，但这瓶用的时候就是觉得真能吸收进去[okR]
味道闻着不像香精，已经回购过两三瓶了
	
[彩虹R]剩下的写不完放P10了‼️
	
#护发好物[话题]# #洗发[话题]# #护发[话题]# #洗护[话题]#",normal,5fe827c6000000000101fc1d,吃好喝好玩得开心,7.0,1.0,0.0,0.0,Living Proof,中立,"一般, 干涩, 没有蓬松感"
livingproof,30,,66bc811b000000001e01935f,https://www.xiaohongshu.com/explore/66bc811b000000001e01935f?xsec_token=ABDSuRdHU_vBu33Los1osVfb0goVvA4dAwlFb_7u99_0Q=&xsec_source=pc_search,我洗一次头要用到的东西,"头顶油发尾糙的可以试试，亲测有效
	
1.offrelax滋润发膜
这个我推荐了好几次了，真的很好用
他家有两个版本的，我会更喜欢滋润版，效果对我来说会更好
洗完头后，库库挤几圈往发尾抹就行，都不需要等多久，也没啥手法
不用害怕油腻不好吸收啥的
他家这个算是滋润型发膜中的清流了 很清爽很清爽
抹上然后用一根皮筋扎起来 洗完澡后冲掉就可以
用完后吹完头发，头发巨巨巨巨顺亮，都不需要用护发精油了，
而且他不是假润，第二天起来头发还是有光泽的那种
我超级喜欢，每次出去玩为了拍照好看我都要早上洗头，为了用这个发膜……
	
2.living proof 洗发水
这个控油效果真的好，我是大油头，洗完能三天不洗头，还不会臭
而且会让我的头发特别特别蓬松！！洗感也不错，我会回购！！！！
而且这个很适合需要做造型的，这个洗完很好做造型！！！！
	
3.sudtana头皮精华
头油头痒头皮会长痘痘的推荐，性价比很高
而且真的很有用
洗头前用，精油质地，其实挺轻薄的，滴在头皮上按摩15分钟左右再去洗掉
坚持用个几次，可以很好的改善头皮环境
我很容易像头皮屑和痘痘，一出现这种情况我就用这个，几次就好了，坚持用头皮出油也会好很多！！买的值！！！！
	
4.睡眠发圈＋真丝枕头套
这两个都是真丝的，发圈安利了无数次，头发粗糙容易掉头发睡前绑起来，可以减少掉发！！
真丝枕套也是一样的道理，可以让发质变好，也会减少头发和枕套之间的摩擦！！减少掉头发！！！！
	
#offrelax发膜[话题]# #livingproof洗发水[话题]# #sudtana头皮精华[话题]# #睡眠发圈[话题]# #真丝枕套[话题]# #发膜推荐[话题]##头发护理[话题]##洗发水推荐[话题]##烫染受损[话题]#",normal,6524bb07000000002a01a957,龙卷风吹毁停车场,1247.0,603.0,66.0,40.0,Living Proof,正向,"控油效果好, 头发蓬松, 适合造型"
livingproof,31,,67f5ecc1000000000f0300db,https://www.xiaohongshu.com/explore/67f5ecc1000000000f0300db?xsec_token=ABKmq0FGUa_03ezBj756dxBz55LoFSrjyRS76L-5x7tVc=&xsec_source=pc_search,跳水价❗️2折拼手速啦❗️,"Living Proof缕灵 我真的相见恨晚！！
油头 细软塌5分钟改头换面!！
✅ 缕灵丰盈蓬松洗发水
👉油性发质/细软发丝扁塌人群
2天不洗头依然清爽蓬松 高颅顶get！
✅ 缕灵每日圆满洗发水
👉毛躁暗哑/干枯没光泽人群
像给头发灌了十全大补汤
吹干后绸缎光泽感绝了！
	
⚠油扁塌姐妹重点冲丰盈系列
回购只有0次和无数次！
#缕灵洗发水[话题]# #livingproof[话题]# #油扁塌洗发水推荐[话题]# #控油蓬松[话题]# #春日养发护发[话题]# #油头洗发水推荐[话题]# #丰盈蓬松洗发水[话题]# #洗发水清仓捡漏[话题]# #洗发水氨基酸[话题]# #洗发水蓬松[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,8.0,5.0,5.0,3.0,Living Proof,正向,"相见恨晚, 回购只有0次和无数次"
